,umur,gender,occupation_group,nominal,periode_transaksi,kategori_nominal
3729,33,1,Staff,162180,0,Nominal rendah
3730,49,0,Amil,2500000,0,Nominal sedang
3731,33,1,Amil,100000,0,Nominal rendah
3732,50,0,Amil,2500000,0,Nominal sedang
3733,30,0,Akuntansi,2500000,0,Nominal sedang
3734,35,0,Industri,225000,0,Nominal rendah
3735,37,0,Wiraswasta,212500,0,Nominal rendah
3736,41,0,Lainnya,665000,0,Nominal rendah
3737,32,0,Akuntansi,385000,0,Nominal rendah
3738,34,0,Industri,460000,0,Nominal rendah
3739,29,1,Lainnya,225000,0,Nominal rendah
3740,30,1,Lainnya,272500,0,Nominal rendah
3741,31,0,Industri,173800,0,Nominal rendah
3742,46,0,Akuntansi,5000000,0,Nominal sedang
3743,33,0,Energi,764800,0,Nominal rendah
3744,32,0,Lainnya,361113,0,Nominal rendah
3745,37,0,PNS,125000,0,Nominal rendah
3746,37,0,PNS,115000,0,Nominal rendah
3747,47,0,Industri,1000000,0,Nominal rendah
3748,41,0,Lainnya,897782,0,Nominal rendah
3749,40,0,Amil,2500000,0,Nominal sedang
3750,35,0,Lainnya,500000,0,Nominal rendah
3751,31,0,PNS,215000,0,Nominal rendah
3752,51,0,Lainnya,944320,0,Nominal rendah
3753,59,0,Pegawai Swasta,4100000,0,Nominal sedang
3754,28,1,Industri,475000,0,Nominal rendah
3755,47,0,Industri,2000000,0,Nominal rendah
3756,41,1,Lainnya,547408,0,Nominal rendah
3757,31,0,Lainnya,382589,0,Nominal rendah
3758,39,0,Staff,80200,0,Nominal rendah
3759,38,0,IT,500000,0,Nominal rendah
3760,34,1,Konsultan,500000,0,Nominal rendah
3761,29,1,Lainnya,779254,0,Nominal rendah
3762,32,0,Lainnya,551536,0,Nominal rendah
3763,39,0,Amil,50000,0,Nominal rendah
3764,34,0,Lainnya,362363,0,Nominal rendah
3765,54,0,Industri,2700000,0,Nominal sedang
3766,80,0,Amil,5000000,0,Nominal sedang
3767,32,0,PNS,390000,0,Nominal rendah
3768,31,1,IT,1000000,0,Nominal rendah
3769,34,0,Lainnya,362363,0,Nominal rendah
3770,32,0,Kesehatan,292000,0,Nominal rendah
3771,35,0,Freelancer,100000,0,Nominal rendah
3772,51,0,Teknisi,388000,0,Nominal rendah
3773,35,0,Freelancer,35001,0,Nominal rendah
3774,51,0,Pegawai Swasta,350000,0,Nominal rendah
3775,35,0,Freelancer,350001,0,Nominal rendah
3776,33,1,Akuntansi,500000,0,Nominal rendah
3777,39,0,Staff,72500,0,Nominal rendah
3778,34,1,PNS,761000,0,Nominal rendah
3779,37,1,Pegawai Swasta,250000,0,Nominal rendah
3780,27,1,Lainnya,50000,0,Nominal rendah
3781,28,0,PNS,124410,0,Nominal rendah
3782,28,0,PNS,166418,0,Nominal rendah
3783,73,0,Dokter,4400000,0,Nominal sedang
3784,35,0,Freelancer,123456,0,Nominal rendah
3785,46,0,PNS,257623,0,Nominal rendah
3786,35,0,Lainnya,100000,0,Nominal rendah
3787,37,0,Teknisi,175000,0,Nominal rendah
3788,44,1,Marketing,2500000,0,Nominal sedang
3789,32,1,Staff,550000,0,Nominal rendah
3790,46,0,PNS,84383,0,Nominal rendah
3791,45,1,Staff,84383,0,Nominal rendah
3792,48,0,PNS,93578,0,Nominal rendah
3793,45,0,Amil,2500000,0,Nominal sedang
3794,31,0,Staff,300000,0,Nominal rendah
3795,56,0,Amil,2500001,0,Nominal sedang
3796,54,0,PNS,6000000,0,Nominal sedang
3797,35,0,Industri,100000,0,Nominal rendah
3798,46,0,Konsultan,500000,0,Nominal rendah
3799,31,0,Amil,249225,0,Nominal rendah
3800,39,0,Amil,825000,0,Nominal rendah
3801,48,0,Amil,220070,0,Nominal rendah
3802,45,0,Amil,256460,0,Nominal rendah
3803,32,1,Amil,263623,0,Nominal rendah
3804,31,1,Amil,203014,0,Nominal rendah
3805,31,0,Amil,272710,0,Nominal rendah
3806,39,1,Amil,450000,0,Nominal rendah
3807,37,0,Amil,550000,0,Nominal rendah
3808,45,0,Amil,550000,0,Nominal rendah
3809,31,0,Amil,246399,0,Nominal rendah
3810,69,0,Amil,2500000,0,Nominal sedang
3811,36,1,Amil,242654,0,Nominal rendah
3812,48,0,Amil,450000,0,Nominal rendah
3813,40,0,Amil,600000,0,Nominal rendah
3814,34,1,Amil,170221,0,Nominal rendah
3815,80,0,Amil,1237500,0,Nominal rendah
3816,52,0,Amil,189250,0,Nominal rendah
3817,45,0,Amil,2500000,0,Nominal sedang
3818,45,0,Amil,575000,0,Nominal rendah
3819,45,1,Amil,575000,0,Nominal rendah
3820,41,0,Amil,184761,0,Nominal rendah
3821,35,0,Amil,500000,0,Nominal rendah
3822,48,0,Amil,221038,0,Nominal rendah
3823,41,0,Amil,175750,0,Nominal rendah
3824,41,1,Amil,575000,0,Nominal rendah
3825,33,1,Amil,2500001,0,Nominal sedang
3826,31,0,Amil,170681,0,Nominal rendah
3827,48,0,Amil,312784,0,Nominal rendah
3828,31,1,Amil,171980,0,Nominal rendah
3829,50,0,Amil,750000,0,Nominal rendah
3830,33,0,Amil,475000,0,Nominal rendah
3831,42,0,Amil,375000,0,Nominal rendah
3832,31,1,Amil,202917,0,Nominal rendah
3833,30,0,Amil,2500000,0,Nominal sedang
3834,39,0,Amil,475000,0,Nominal rendah
3835,39,1,Amil,587500,0,Nominal rendah
3836,33,1,Amil,2200000,0,Nominal sedang
3837,37,0,Amil,2500001,0,Nominal sedang
3838,35,0,Amil,258395,0,Nominal rendah
3839,33,1,Amil,450000,0,Nominal rendah
3840,32,0,Amil,190365,0,Nominal rendah
3841,36,0,Amil,587500,0,Nominal rendah
3842,40,0,Amil,172263,0,Nominal rendah
3843,48,0,Amil,219976,0,Nominal rendah
3844,29,0,Amil,181330,0,Nominal rendah
3845,45,0,Amil,550000,0,Nominal rendah
3846,56,0,Amil,1250000,0,Nominal rendah
3847,37,0,Amil,256092,0,Nominal rendah
3848,33,1,Lainnya,25000,0,Nominal rendah
3849,34,0,Industri,90000,0,Nominal rendah
3850,47,0,Amil,575000,0,Nominal rendah
3851,35,0,Pegawai Swasta,387500,0,Nominal rendah
3852,36,0,Amil,226760,0,Nominal rendah
3853,51,0,Amil,167472,0,Nominal rendah
3854,51,1,Amil,500000,0,Nominal rendah
3855,62,1,Amil,800000,0,Nominal rendah
3856,36,0,Amil,375000,0,Nominal rendah
3857,44,0,Amil,375000,0,Nominal rendah
3858,46,0,PNS,537500,0,Nominal rendah
3859,40,0,Amil,2500000,0,Nominal sedang
3860,47,0,Amil,280833,0,Nominal rendah
3861,47,0,Amil,344074,0,Nominal rendah
3862,39,0,Amil,2500001,0,Nominal sedang
3863,34,0,Amil,255174,0,Nominal rendah
3864,30,0,Amil,181019,0,Nominal rendah
3865,44,0,Amil,825000,0,Nominal rendah
3866,39,0,Amil,209171,0,Nominal rendah
3867,46,0,Amil,175305,0,Nominal rendah
3868,39,0,Amil,2500001,0,Nominal sedang
3869,42,0,Amil,2500000,0,Nominal sedang
3870,39,0,Amil,2500001,0,Nominal sedang
3871,35,0,Amil,375000,0,Nominal rendah
3872,31,0,Amil,190365,0,Nominal rendah
3873,62,1,Amil,2500000,0,Nominal sedang
3874,30,0,Amil,587500,0,Nominal rendah
3875,28,0,Amil,244514,0,Nominal rendah
3876,49,0,Amil,875000,0,Nominal rendah
3877,31,0,Amil,190645,0,Nominal rendah
3878,69,0,Amil,475000,0,Nominal rendah
3879,40,0,Amil,575000,0,Nominal rendah
3880,54,0,Amil,176799,0,Nominal rendah
3881,35,0,Freelancer,100001,0,Nominal rendah
3882,41,0,Amil,600000,0,Nominal rendah
3883,37,1,Amil,240055,0,Nominal rendah
3884,40,0,Amil,168612,0,Nominal rendah
3885,35,0,Amil,375000,0,Nominal rendah
3886,37,0,Konsultan,2200000,0,Nominal sedang
3887,41,1,Amil,2500002,0,Nominal sedang
3888,35,0,Amil,2500001,0,Nominal sedang
3889,39,1,Amil,2500001,0,Nominal sedang
3890,30,1,PNS,217090,0,Nominal rendah
3891,45,0,Amil,2200000,0,Nominal sedang
3892,46,0,PNS,2500000,0,Nominal sedang
3893,44,0,Amil,2500000,0,Nominal sedang
3894,69,0,Akuntansi,500000,0,Nominal rendah
3895,28,0,Amil,2500001,0,Nominal sedang
3896,49,0,Kesehatan,2000000,0,Nominal rendah
3898,39,0,Amil,50000,0,Nominal rendah
3899,39,1,Akuntansi,50000,0,Nominal rendah
3900,54,0,PNS,17500000,0,Nominal diatas rata-rata
3901,56,0,Amil,2500001,0,Nominal sedang
3902,33,0,Konsultan,206461,0,Nominal rendah
3903,36,0,Amil,2500001,0,Nominal sedang
3904,59,0,Marketing,2500000,0,Nominal sedang
3905,33,0,Konsultan,2500000,0,Nominal sedang
3906,39,0,Staff,82250,2,Nominal rendah
3907,34,0,TNI/POLRI,200000,2,Nominal rendah
3908,45,0,PNS,1500000,2,Nominal rendah
3909,72,0,PNS,2058000,2,Nominal rendah
3910,55,0,Lainnya,1079689,2,Nominal rendah
3911,39,0,Akuntansi,369868,2,Nominal rendah
3912,46,1,Akuntansi,266703,2,Nominal rendah
3913,31,0,Staff,256754,2,Nominal rendah
3914,27,1,Amil,100001,2,Nominal rendah
3915,27,1,Lainnya,200000,2,Nominal rendah
3916,34,0,Konsultan,350000,2,Nominal rendah
3917,33,0,Lainnya,200336,2,Nominal rendah
3918,48,0,Konsultan,936450,2,Nominal rendah
3919,34,0,Industri,100000,2,Nominal rendah
3920,46,0,Transportasi,500000,2,Nominal rendah
3921,39,0,Industri,50000,2,Nominal rendah
3922,39,0,Industri,200000,2,Nominal rendah
3923,36,0,PNS,723685,2,Nominal rendah
3924,31,0,PNS,20000,2,Nominal rendah
3925,35,0,Lainnya,50000,2,Nominal rendah
3926,37,1,Auditor,50000,2,Nominal rendah
3927,36,0,PNS,565543,2,Nominal rendah
3928,39,1,Akuntansi,50000,2,Nominal rendah
3929,33,0,Wiraswasta,343000,2,Nominal rendah
3930,37,0,Amil,550000,2,Nominal rendah
3931,45,0,Amil,575000,2,Nominal rendah
3932,45,0,Amil,256460,2,Nominal rendah
3933,31,0,Amil,249225,2,Nominal rendah
3934,34,1,Amil,170221,2,Nominal rendah
3935,41,0,Lainnya,653000,2,Nominal rendah
3936,32,0,Amil,190365,2,Nominal rendah
3937,30,0,Amil,181019,2,Nominal rendah
3938,37,1,Amil,240055,2,Nominal rendah
3939,52,0,Lainnya,1550000,2,Nominal rendah
3940,33,0,Konsultan,204501,2,Nominal rendah
3941,37,0,Amil,256092,2,Nominal rendah
3942,35,0,Amil,258395,2,Nominal rendah
3943,32,1,Amil,263623,2,Nominal rendah
3944,80,0,Amil,1237500,2,Nominal rendah
3945,45,0,Amil,550000,2,Nominal rendah
3946,31,0,Amil,246399,2,Nominal rendah
3947,31,0,Amil,272710,2,Nominal rendah
3948,52,0,Amil,189250,2,Nominal rendah
3949,31,1,Konsultan,250000,2,Nominal rendah
3950,44,0,Industri,800000,2,Nominal rendah
3951,39,0,Amil,825000,2,Nominal rendah
3952,47,0,IT,300000,2,Nominal rendah
3953,31,1,Amil,203014,2,Nominal rendah
3954,69,0,Amil,475000,2,Nominal rendah
3955,72,0,PNS,5000000,2,Nominal sedang
3956,39,1,Amil,587500,2,Nominal rendah
3957,45,1,Amil,575000,2,Nominal rendah
3958,48,0,Amil,221038,2,Nominal rendah
3959,42,0,Amil,375000,2,Nominal rendah
3960,31,1,Amil,171980,2,Nominal rendah
3961,39,0,Amil,475000,2,Nominal rendah
3962,40,0,Amil,575000,2,Nominal rendah
3963,29,0,Amil,181330,2,Nominal rendah
3964,56,0,Amil,1250000,2,Nominal rendah
3965,62,1,Amil,800000,2,Nominal rendah
3966,47,0,Amil,575000,2,Nominal rendah
3967,45,0,Amil,550000,2,Nominal rendah
3968,41,0,Amil,175750,2,Nominal rendah
3969,31,0,Amil,190365,2,Nominal rendah
3970,34,0,Amil,255174,2,Nominal rendah
3971,39,1,Amil,450000,2,Nominal rendah
3972,31,1,Konsultan,250000,2,Nominal rendah
3973,54,0,Amil,176799,2,Nominal rendah
3974,31,1,Amil,202917,2,Nominal rendah
3975,40,0,Amil,168612,2,Nominal rendah
3976,28,0,Amil,244514,2,Nominal rendah
3977,47,0,Amil,280833,2,Nominal rendah
3978,46,1,PNS,184068,2,Nominal rendah
3979,33,1,Amil,450000,2,Nominal rendah
3980,44,0,Amil,375000,2,Nominal rendah
3981,48,0,Amil,450000,2,Nominal rendah
3982,48,0,Amil,219976,2,Nominal rendah
3983,48,0,Amil,220070,2,Nominal rendah
3984,33,0,Amil,50000,2,Nominal rendah
3985,36,0,Amil,375000,2,Nominal rendah
3986,49,0,Amil,875000,2,Nominal rendah
3987,34,0,Konsultan,200000,2,Nominal rendah
3988,35,0,Amil,375000,2,Nominal rendah
3989,35,0,Amil,375000,2,Nominal rendah
3990,44,0,Amil,825000,2,Nominal rendah
3991,51,1,Amil,500000,2,Nominal rendah
3992,39,0,Amil,209171,2,Nominal rendah
3993,31,0,Amil,190645,2,Nominal rendah
3994,40,0,Amil,600000,2,Nominal rendah
3995,30,0,Amil,587500,2,Nominal rendah
3996,41,0,Amil,184761,2,Nominal rendah
3997,46,0,Amil,175305,2,Nominal rendah
3998,38,0,Energi,1500000,2,Nominal rendah
3999,36,1,Amil,242654,2,Nominal rendah
4000,40,0,Amil,172263,2,Nominal rendah
4001,36,0,Amil,587500,2,Nominal rendah
4002,32,0,Akuntansi,135000,2,Nominal rendah
4003,35,0,Amil,500000,2,Nominal rendah
4004,31,0,Amil,170681,2,Nominal rendah
4005,51,0,Amil,167472,2,Nominal rendah
4006,47,0,Amil,344074,2,Nominal rendah
4007,41,1,Amil,575000,2,Nominal rendah
4008,46,0,PNS,537500,2,Nominal rendah
4009,50,0,Amil,750000,2,Nominal rendah
4010,35,0,Pegawai Swasta,387500,2,Nominal rendah
4011,33,0,Amil,475000,2,Nominal rendah
4012,36,0,Amil,226763,2,Nominal rendah
4013,36,0,Amil,152887,2,Nominal rendah
4014,48,0,Amil,312784,2,Nominal rendah
4015,41,0,Amil,600000,2,Nominal rendah
4016,34,0,Industri,365000,2,Nominal rendah
4017,34,0,Marketing,450000,2,Nominal rendah
4018,36,0,Pegawai Swasta,140000,2,Nominal rendah
4019,31,0,Staff,100000,2,Nominal rendah
4020,32,0,Akuntansi,385000,2,Nominal rendah
4021,35,0,Teknisi,150000,2,Nominal rendah
4022,34,0,Industri,217500,2,Nominal rendah
4023,34,0,Transportasi,1632000,2,Nominal rendah
4024,36,1,Freelancer,590000,2,Nominal rendah
4025,47,0,Amil,15000,2,Nominal rendah
4026,29,1,Lainnya,300000,2,Nominal rendah
4027,59,0,Pegawai Swasta,3500000,2,Nominal sedang
4028,32,0,Amil,6000000,2,Nominal sedang
4029,48,0,Industri,340000,2,Nominal rendah
4030,36,1,Marketing,615826,2,Nominal rendah
4031,55,0,PNS,2450000,2,Nominal sedang
4032,30,1,PNS,390000,2,Nominal rendah
4033,30,0,PNS,1126250,2,Nominal rendah
4034,53,0,PNS,382000,2,Nominal rendah
4035,33,0,PNS,360000,2,Nominal rendah
4036,42,0,PNS,1000000,2,Nominal rendah
4037,33,1,PNS,550000,2,Nominal rendah
4038,39,0,PNS,1522284,2,Nominal rendah
4039,33,1,PNS,6250000,2,Nominal sedang
4040,39,1,PNS,64865,2,Nominal rendah
4041,30,1,PNS,365000,2,Nominal rendah
4042,53,0,PNS,110000,2,Nominal rendah
4043,33,1,PNS,550000,2,Nominal rendah
4044,42,0,PNS,1000000,2,Nominal rendah
4045,39,0,PNS,1022284,2,Nominal rendah
4046,30,1,PNS,340000,2,Nominal rendah
4047,38,0,PNS,150000,2,Nominal rendah
4048,33,0,PNS,325000,2,Nominal rendah
4049,42,0,PNS,1000000,2,Nominal rendah
4050,39,0,PNS,1022284,2,Nominal rendah
4051,33,1,PNS,550000,2,Nominal rendah
4052,38,0,PNS,200000,2,Nominal rendah
4053,53,0,PNS,110000,2,Nominal rendah
4054,30,1,PNS,365000,2,Nominal rendah
4055,52,0,PNS,13700000,2,Nominal diatas rata-rata
4056,53,0,PNS,112000,1,Nominal rendah
4057,42,0,PNS,1000000,1,Nominal rendah
4058,33,1,PNS,550000,1,Nominal rendah
4059,39,0,PNS,1022284,1,Nominal rendah
4060,54,0,PNS,17000000,1,Nominal diatas rata-rata
4061,46,0,PNS,180000,1,Nominal rendah
4062,46,0,PNS,20000,1,Nominal rendah
4063,32,1,PNS,1116382,1,Nominal rendah
4064,51,0,PNS,3000000,1,Nominal sedang
4065,38,0,PNS,200000,1,Nominal rendah
4066,30,1,PNS,365000,1,Nominal rendah
4067,35,0,PNS,180000,1,Nominal rendah
4068,39,0,PNS,522284,1,Nominal rendah
4069,35,0,PNS,4000000,1,Nominal sedang
4070,30,0,PNS,1490600,1,Nominal rendah
4071,54,0,PNS,500000,1,Nominal rendah
4072,37,0,PNS,360000,1,Nominal rendah
4073,42,0,PNS,180000,1,Nominal rendah
4074,42,0,PNS,320000,1,Nominal rendah
4075,35,0,PNS,180000,1,Nominal rendah
4076,33,0,PNS,680000,1,Nominal rendah
4077,53,0,PNS,45000,1,Nominal rendah
4078,36,0,PNS,2500000,1,Nominal sedang
4079,30,1,PNS,220000,1,Nominal rendah
4080,30,1,PNS,45000,1,Nominal rendah
4081,53,0,PNS,350000,2,Nominal rendah
4082,39,0,PNS,1022284,2,Nominal rendah
4083,42,0,PNS,1000000,2,Nominal rendah
4084,33,1,PNS,550000,2,Nominal rendah
4085,30,1,PNS,350000,2,Nominal rendah
4086,38,0,PNS,150000,2,Nominal rendah
4087,38,0,PNS,250000,2,Nominal rendah
4088,53,0,PNS,112000,2,Nominal rendah
4089,42,0,PNS,1000000,2,Nominal rendah
4090,39,0,PNS,1022284,2,Nominal rendah
4091,38,0,PNS,130918,2,Nominal rendah
4092,33,1,PNS,550000,0,Nominal rendah
4093,38,0,PNS,142543,0,Nominal rendah
4094,38,0,PNS,123700,0,Nominal rendah
4095,38,0,PNS,10000,0,Nominal rendah
4096,38,0,PNS,247400,0,Nominal rendah
4097,30,1,PNS,370000,0,Nominal rendah
4098,36,0,PNS,10000,0,Nominal rendah
4099,30,1,PNS,570000,0,Nominal rendah
4100,39,0,PNS,1875000,0,Nominal rendah
4101,38,0,PNS,101533,0,Nominal rendah
4102,32,1,PNS,866647,0,Nominal rendah
4103,38,0,PNS,189125,0,Nominal rendah
4104,38,0,PNS,37188,0,Nominal rendah
4105,36,0,PNS,25000,0,Nominal rendah
4106,30,0,PNS,1600500,0,Nominal rendah
4107,33,0,PNS,2250000,0,Nominal sedang
4108,53,0,PNS,344000,2,Nominal rendah
4109,42,0,PNS,1000000,2,Nominal rendah
4110,38,0,PNS,155918,2,Nominal rendah
4111,39,0,PNS,1022284,2,Nominal rendah
4112,30,1,PNS,335000,2,Nominal rendah
4113,33,1,PNS,550000,2,Nominal rendah
4114,38,0,PNS,200000,2,Nominal rendah
4115,53,0,PNS,334000,2,Nominal rendah
4116,42,0,PNS,1000000,2,Nominal rendah
4117,39,0,PNS,1022284,2,Nominal rendah
4118,38,0,PNS,491834,2,Nominal rendah
4119,46,1,PNS,78485,2,Nominal rendah
4120,52,0,PNS,103778,2,Nominal rendah
4121,50,0,PNS,100610,2,Nominal rendah
4122,53,0,PNS,102703,2,Nominal rendah
4123,39,0,PNS,1752284,2,Nominal rendah
4124,37,0,PNS,450000,2,Nominal rendah
4125,30,1,PNS,355000,2,Nominal rendah
4126,38,0,PNS,200000,2,Nominal rendah
4127,33,0,PNS,350000,2,Nominal rendah
4128,30,0,PNS,975250,2,Nominal rendah
4129,53,0,PNS,110000,2,Nominal rendah
4130,42,0,PNS,1000000,2,Nominal rendah
4131,42,0,PNS,1000000,2,Nominal rendah
4132,38,0,PNS,452254,2,Nominal rendah
4133,50,0,PNS,100610,2,Nominal rendah
4134,53,0,PNS,102703,2,Nominal rendah
4135,52,0,PNS,103778,2,Nominal rendah
4136,30,1,PNS,355000,2,Nominal rendah
4137,46,1,PNS,78485,2,Nominal rendah
4138,39,0,PNS,1022284,2,Nominal rendah
4139,32,1,PNS,1086357,2,Nominal rendah
4140,37,0,PNS,450000,2,Nominal rendah
4141,38,0,PNS,200000,2,Nominal rendah
4142,30,0,PNS,390750,2,Nominal rendah
4143,53,0,PNS,110000,2,Nominal rendah
4144,33,0,PNS,350000,2,Nominal rendah
4145,38,0,PNS,491834,2,Nominal rendah
4146,42,0,PNS,1000000,2,Nominal rendah
4147,39,0,PNS,1022284,2,Nominal rendah
4148,30,1,PNS,365000,2,Nominal rendah
4149,30,0,PNS,339250,2,Nominal rendah
4150,53,0,PNS,110000,2,Nominal rendah
4151,33,0,PNS,350000,2,Nominal rendah
4152,42,0,PNS,1000000,2,Nominal rendah
4153,39,0,PNS,1022284,2,Nominal rendah
4154,30,1,PNS,365000,2,Nominal rendah
4155,38,0,PNS,200000,2,Nominal rendah
4156,33,0,PNS,350000,2,Nominal rendah
4157,53,0,PNS,383000,2,Nominal rendah
4158,42,0,PNS,1000000,2,Nominal rendah
4159,39,0,PNS,1022284,2,Nominal rendah
4160,33,1,PNS,550000,2,Nominal rendah
4161,42,0,PNS,1000000,2,Nominal rendah
4162,39,0,PNS,1022284,2,Nominal rendah
4163,38,0,PNS,150000,2,Nominal rendah
4164,33,0,PNS,650000,2,Nominal rendah
4165,37,0,PNS,450000,2,Nominal rendah
4166,42,0,PNS,1677605,2,Nominal rendah
4167,58,0,PNS,357573,2,Nominal rendah
4168,56,1,PNS,566908,2,Nominal rendah
4169,60,1,PNS,250000,2,Nominal rendah
4170,34,0,PNS,149448,2,Nominal rendah
4171,32,0,PNS,141295,2,Nominal rendah
4172,38,0,PNS,207693,2,Nominal rendah
4173,44,0,PNS,352295,2,Nominal rendah
4174,60,1,PNS,634555,2,Nominal rendah
4175,60,0,PNS,511363,2,Nominal rendah
4176,59,0,PNS,360565,2,Nominal rendah
4177,37,1,PNS,141295,2,Nominal rendah
4178,30,1,PNS,310000,2,Nominal rendah
4179,58,0,PNS,588783,2,Nominal rendah
4180,50,1,PNS,239630,2,Nominal rendah
4181,35,1,PNS,20000,2,Nominal rendah
4182,56,1,PNS,183093,2,Nominal rendah
4183,37,1,PNS,224330,2,Nominal rendah
4184,35,1,PNS,171298,2,Nominal rendah
4185,54,1,PNS,295300,2,Nominal rendah
4186,41,0,PNS,216968,2,Nominal rendah
4187,36,0,PNS,2200000,2,Nominal sedang
4188,53,0,PNS,110000,2,Nominal rendah
4189,42,0,PNS,1000000,2,Nominal rendah
4190,50,0,PNS,100610,2,Nominal rendah
4191,46,1,PNS,78485,2,Nominal rendah
4192,53,0,PNS,102703,2,Nominal rendah
4193,39,0,PNS,1522284,2,Nominal rendah
4194,52,0,PNS,103778,2,Nominal rendah
4195,37,0,PNS,450000,2,Nominal rendah
4196,33,1,PNS,500000,2,Nominal rendah
4197,38,0,PNS,300000,2,Nominal rendah
4198,28,0,PNS,240000,2,Nominal rendah
4199,33,0,PNS,350000,2,Nominal rendah
4200,55,0,PNS,1575000,2,Nominal rendah
4201,53,0,PNS,102703,2,Nominal rendah
4202,46,1,PNS,78485,2,Nominal rendah
4203,50,0,PNS,100610,2,Nominal rendah
4204,52,0,PNS,103778,2,Nominal rendah
4205,30,1,PNS,310000,2,Nominal rendah
4206,42,0,PNS,1000000,2,Nominal rendah
4207,30,1,PNS,310000,2,Nominal rendah
4208,39,0,PNS,1022284,2,Nominal rendah
4209,37,0,PNS,450000,2,Nominal rendah
4210,32,1,PNS,1928231,2,Nominal rendah
4211,38,0,PNS,325000,2,Nominal rendah
4212,42,0,PNS,1500000,2,Nominal rendah
4213,34,1,PNS,617000,2,Nominal rendah
4214,30,1,PNS,280000,2,Nominal rendah
4215,33,0,PNS,1350000,2,Nominal rendah
4216,56,1,PNS,183093,2,Nominal rendah
4217,58,0,PNS,357573,2,Nominal rendah
4218,34,0,PNS,149448,2,Nominal rendah
4219,41,0,PNS,216968,2,Nominal rendah
4220,59,0,PNS,360565,2,Nominal rendah
4221,35,1,PNS,20000,2,Nominal rendah
4222,44,0,PNS,352295,2,Nominal rendah
4223,56,1,PNS,566908,2,Nominal rendah
4224,60,1,PNS,250000,2,Nominal rendah
4225,37,1,PNS,141295,2,Nominal rendah
4226,54,1,PNS,295300,2,Nominal rendah
4227,37,1,PNS,224330,2,Nominal rendah
4228,60,0,PNS,511363,2,Nominal rendah
4229,35,1,PNS,171298,2,Nominal rendah
4230,60,1,PNS,634555,2,Nominal rendah
4231,58,0,PNS,588783,2,Nominal rendah
4232,38,0,PNS,207693,2,Nominal rendah
4233,52,0,PNS,6000000,2,Nominal sedang
4234,30,0,PNS,1703500,2,Nominal rendah
4235,31,1,PNS,500000,2,Nominal rendah
4236,53,0,PNS,102703,2,Nominal rendah
4237,42,0,PNS,1000000,2,Nominal rendah
4238,50,0,PNS,100610,2,Nominal rendah
4239,49,0,PNS,3000000,2,Nominal sedang
4240,52,0,PNS,103778,2,Nominal rendah
4241,46,1,PNS,78485,2,Nominal rendah
4242,39,0,PNS,2022284,2,Nominal rendah
4243,33,1,PNS,550000,2,Nominal rendah
4244,37,0,PNS,450000,1,Nominal rendah
4245,54,1,PNS,1500000,1,Nominal rendah
4246,28,0,PNS,260000,1,Nominal rendah
4247,32,1,PNS,534626,1,Nominal rendah
4248,38,0,PNS,325000,1,Nominal rendah
4249,54,0,PNS,641134,1,Nominal rendah
4250,35,0,PNS,2000000,1,Nominal rendah
4251,38,0,PNS,2850000,1,Nominal sedang
4252,42,0,PNS,315000,1,Nominal rendah
4253,37,0,PNS,315000,1,Nominal rendah
4254,35,0,PNS,180000,1,Nominal rendah
4255,55,0,PNS,205000,1,Nominal rendah
4256,33,0,PNS,500000,1,Nominal rendah
4257,55,0,PNS,180000,1,Nominal rendah
4258,26,0,PNS,2000000,1,Nominal rendah
4259,30,0,PNS,455000,1,Nominal rendah
4260,42,0,PNS,180000,1,Nominal rendah
4261,36,0,PNS,1740000,1,Nominal rendah
4262,35,0,PNS,180000,1,Nominal rendah
4263,39,0,PNS,1522284,1,Nominal rendah
4264,38,0,PNS,2424370,1,Nominal sedang
4265,38,0,PNS,4750015,1,Nominal sedang
4266,30,1,PNS,500000,1,Nominal rendah
4267,30,1,PNS,310000,1,Nominal rendah
4268,30,1,PNS,500000,1,Nominal rendah
4269,30,1,PNS,200000,1,Nominal rendah
4270,30,1,PNS,252000,1,Nominal rendah
4271,30,1,PNS,1500000,1,Nominal rendah
4272,37,0,PNS,450000,1,Nominal rendah
4273,31,0,PNS,45000,1,Nominal rendah
4274,42,0,PNS,15000000,1,Nominal diatas rata-rata
4275,42,0,PNS,1000000,1,Nominal rendah
4276,53,0,PNS,45000,1,Nominal rendah
4277,32,1,PNS,1183782,1,Nominal rendah
4278,42,0,PNS,500000,2,Nominal rendah
4279,33,1,PNS,925000,2,Nominal rendah
4280,38,0,PNS,468805,2,Nominal rendah
4281,33,1,PNS,6500000,2,Nominal sedang
4282,46,1,PNS,78485,2,Nominal rendah
4283,52,0,PNS,103778,2,Nominal rendah
4284,50,0,PNS,100610,2,Nominal rendah
4285,53,0,PNS,102703,2,Nominal rendah
4286,33,0,PNS,350000,2,Nominal rendah
4287,39,0,PNS,1022284,2,Nominal rendah
4288,30,1,PNS,355000,2,Nominal rendah
4289,42,0,PNS,1000000,2,Nominal rendah
4290,38,0,PNS,474355,2,Nominal rendah
4291,38,0,PNS,150000,2,Nominal rendah
4292,42,0,PNS,1000000,2,Nominal rendah
4293,42,0,PNS,1000000,2,Nominal rendah
4294,42,0,PNS,1000000,0,Nominal rendah
4295,33,1,PNS,182500,0,Nominal rendah
4296,30,0,PNS,654000,0,Nominal rendah
